-0.263 -0.507 -0.821
0.753 0.429 -0.499
0.537 -0.838 0.090
-0.380 -0.336 -0.862
0.923 -0.051 -0.382
0.033 -0.977 0.211
-0.384 -0.208 -0.900
0.821 -0.563 -0.098
-0.544 -0.822 0.170
-0.176 -0.086 -0.981
0.320 -0.936 -0.146
-0.941 -0.332 0.065
-0.110 0.117 -0.987
-0.400 -0.908 -0.121
-0.915 0.389 0.105
-0.048 0.153 -0.987
-0.847 -0.515 -0.132
-0.531 0.819 0.215
-0.003 0.252 -0.968
-0.976 0.195 -0.092
0.184 0.976 0.116
0.112 0.096 -0.989
-0.699 0.715 -0.009
0.701 0.688 0.185
0.139 0.123 -0.983
-0.136 0.989 -0.048
0.959 0.144 0.245
0.250 -0.013 -0.968
0.318 0.944 -0.088
0.898 -0.270 0.348
0.305 -0.190 -0.933
0.787 0.614 0.058
0.536 -0.728 0.427
0.305 -0.305 -0.902
0.971 0.110 0.211
-0.036 -0.810 0.586
0.235 -0.577 -0.782
0.762 -0.265 0.591
-0.600 -0.630 0.492
0.242 -0.730 -0.640
0.581 -0.649 0.492
-0.811 -0.408 0.421
-0.072 -0.643 -0.763
-0.002 -0.818 0.575
-0.930 0.213 0.300
-0.368 -0.534 -0.761
-0.305 -0.705 0.640
-0.590 0.668 0.454
-0.748 -0.239 -0.620
-0.676 -0.341 0.654
0.040 0.869 0.494
-0.736 0.360 -0.573
-0.562 0.181 0.807
0.677 0.661 0.323
-0.475 0.728 -0.494
-0.487 0.422 0.765
0.867 0.131 0.480
0.102 0.897 -0.430
-0.215 0.569 0.794
0.812 -0.348 0.469
0.543 0.745 -0.387
0.036 0.640 0.767
0.357 -0.725 0.589
0.934 0.253 -0.254
0.296 0.464 0.835
-0.141 -0.843 0.519
0.945 -0.271 -0.184
0.377 0.264 0.888
-0.647 -0.611 0.456
0.663 -0.746 -0.059
0.393 0.102 0.914
-0.904 -0.138 0.405
0.167 -0.985 0.038
0.254 -0.020 0.967
-0.863 0.446 0.236
-0.436 -0.895 0.096
0.220 -0.266 0.938
-0.347 0.878 0.330
-0.912 -0.398 0.101
0.092 -0.357 0.930
0.353 0.885 0.305
-0.931 0.300 0.207
-0.087 -0.382 0.920
0.797 0.528 0.294
-0.598 0.759 0.258
-0.264 -0.175 0.948
0.959 -0.154 0.239
0.104 0.972 0.209
-0.437 -0.064 0.897
0.745 -0.585 0.321
0.504 0.809 0.303
-0.488 0.195 0.850
0.212 -0.919 0.333
0.846 0.343 0.407
-0.353 0.430 0.831
-0.404 -0.871 0.279
0.844 -0.238 0.481
-0.186 0.614 0.767
-0.802 -0.546 0.243
0.568 -0.570 0.594
0.095 0.650 0.754
-0.989 -0.024 0.145
0.113 -0.759 0.641
0.331 0.567 0.754
-0.876 0.483 0.022
-0.352 -0.667 0.657
0.643 0.142 0.752
-0.301 0.950 0.078
-0.704 -0.277 0.654
0.678 -0.249 0.691
0.263 0.961 0.088
-0.686 0.122 0.717
0.409 -0.670 0.619
0.840 0.542 0.032
-0.357 0.507 0.784
-0.081 -0.748 0.658
0.984 -0.163 -0.065
0.156 0.643 0.750
-0.585 -0.613 0.531
0.722 -0.692 -0.003
0.369 0.382 0.847
-0.883 -0.158 0.442
0.213 -0.974 0.079
0.418 0.164 0.894
-0.889 0.361 0.282
-0.348 -0.932 0.096
0.298 -0.013 0.954
-0.601 0.767 0.226
-0.790 -0.613 -0.020
0.123 -0.191 0.974
-0.076 0.982 0.176
-0.984 -0.045 -0.170
-0.159 -0.186 0.970
0.403 0.898 0.178
-0.883 0.432 -0.182
-0.240 -0.084 0.967
0.828 0.523 0.202
-0.468 0.843 -0.265
-0.309 0.125 0.943
0.988 -0.123 0.095
0.140 0.971 -0.193
-0.069 0.204 0.976
0.605 -0.796 -0.021
0.761 0.585 -0.280
0.235 0.153 0.960
-0.064 -0.993 -0.101
0.910 -0.016 -0.414
0.409 -0.118 0.905
-0.575 -0.800 -0.175
0.791 -0.487 -0.371
0.212 -0.352 0.912
-0.866 -0.404 -0.294
0.474 -0.851 -0.227
-0.158 -0.336 0.928
-0.882 0.055 -0.468
0.019 -0.988 -0.152
-0.470 -0.143 0.871
-0.556 0.344 -0.756
-0.333 -0.926 -0.177
-0.761 0.153 0.630
-0.189 0.629 -0.754
-0.764 -0.577 -0.289
-0.616 0.522 0.589
0.146 0.645 -0.750
-0.906 -0.218 -0.364
-0.398 0.732 0.553
0.558 0.431 -0.709
-0.814 0.449 -0.368
0.160 0.783 0.602
0.692 -0.059 -0.719
-0.453 0.740 -0.497
0.562 0.670 0.485
0.446 -0.410 -0.795
0.157 0.911 -0.382
0.881 0.046 0.471
0.101 -0.543 -0.834
0.638 0.679 -0.364
0.763 -0.495 0.415
-0.297 -0.469 -0.832
0.901 0.151 -0.406
0.316 -0.870 0.378
-0.532 -0.288 -0.796
0.801 -0.478 -0.361
-0.277 -0.830 0.485
-0.393 0.081 -0.916
0.507 -0.812 -0.289
-0.767 -0.578 0.278
-0.128 0.284 -0.950
0.063 -0.954 -0.294
-0.990 -0.098 0.105
0.175 0.260 -0.949
-0.380 -0.872 -0.309
-0.908 0.415 -0.054
0.386 0.057 -0.921
-0.824 -0.427 -0.372
-0.414 0.903 -0.118
0.294 -0.245 -0.924
-0.941 0.093 -0.325
0.165 0.965 -0.203
0.231 -0.391 -0.891
-0.729 0.536 -0.425
0.644 0.748 -0.161
-0.362 -0.370 -0.855
-0.201 0.927 -0.316
0.910 0.058 -0.411
-0.474 -0.088 -0.876
0.373 0.882 -0.290
0.798 -0.464 -0.385
-0.441 0.149 -0.885
0.825 0.456 -0.334
0.354 -0.878 -0.324
-0.318 0.423 -0.848
0.928 -0.044 -0.370
-0.194 -0.905 -0.379
0.068 0.494 -0.867
0.719 -0.626 -0.301
-0.691 -0.603 -0.398
0.478 0.428 -0.767
0.446 -0.871 -0.208
-0.756 -0.243 -0.608
0.716 0.041 -0.697
-0.087 -0.985 -0.147
-0.692 0.166 -0.702
0.643 -0.443 -0.625
-0.651 -0.745 -0.142
-0.403 0.498 -0.767
0.345 -0.695 -0.631
-0.936 -0.306 -0.175
-0.071 0.651 -0.756
-0.116 -0.764 -0.635
-0.936 0.298 -0.188
0.332 0.573 -0.749
-0.639 -0.518 -0.569
-0.550 0.824 -0.133
0.538 0.228 -0.811
-0.851 -0.059 -0.521
0.017 0.990 -0.141
0.524 -0.128 -0.842
-0.744 0.570 -0.348
0.647 0.745 -0.162
0.166 -0.346 -0.923
-0.313 0.850 -0.424
0.941 0.338 -0.017
0.129 -0.404 -0.906
0.192 0.907 -0.376
0.980 -0.195 0.030
-0.046 -0.374 -0.926
0.735 0.625 -0.264
0.677 -0.698 0.232
-0.039 -0.349 -0.936
0.966 0.152 -0.210
0.223 -0.899 0.378
-0.131 -0.412 -0.902
0.963 -0.267 -0.026
-0.238 -0.895 0.376
-0.124 -0.356 -0.926
0.635 -0.772 0.002
-0.757 -0.622 0.201
-0.154 -0.130 -0.979
0.078 -0.996 0.045
-0.957 -0.062 0.282
-0.278 -0.065 -0.958
-0.570 -0.821 -0.002
-0.770 0.534 0.349
-0.286 0.201 -0.937
-0.917 -0.394 -0.061
-0.388 0.847 0.364
-0.092 0.357 -0.929
-0.895 0.387 0.220
0.440 0.844 0.306
-0.068 0.371 -0.926
-0.584 0.802 0.124
0.771 0.501 0.395
0.254 0.326 -0.910
0.103 0.984 0.142
0.909 -0.152 0.389
0.404 0.089 -0.910
0.530 0.806 0.263
0.676 -0.589 0.444
0.513 -0.058 -0.857
0.801 0.368 0.473
0.102 -0.861 0.498
0.590 -0.351 -0.727
0.836 -0.067 0.545
-0.384 -0.781 0.493
0.392 -0.621 -0.678
0.542 -0.514 0.665
-0.837 -0.398 0.374
0.072 -0.760 -0.646
0.153 -0.713 0.684
-0.948 0.089 0.305
-0.279 -0.696 -0.662
-0.310 -0.683 0.662
-0.732 0.615 0.292
-0.606 -0.394 -0.691
-0.616 -0.421 0.666
-0.293 0.907 0.303
-0.731 -0.009 -0.682
-0.660 0.061 0.748
0.447 0.833 0.326
-0.603 0.550 -0.577
-0.518 0.406 0.753
0.826 0.467 0.317
-0.223 0.786 -0.577
-0.183 0.671 0.718
0.947 -0.076 0.313
0.264 0.737 -0.622
0.193 0.748 0.635
0.736 -0.538 0.410
0.649 0.388 -0.654
0.497 0.469 0.730
0.264 -0.883 0.387
0.827 0.001 -0.563
0.654 0.145 0.742
-0.284 -0.863 0.419
0.701 -0.484 -0.523
0.639 -0.321 0.699
-0.722 -0.564 0.401
0.265 -0.761 -0.592
0.406 -0.634 0.659
-0.883 -0.084 0.463
-0.238 -0.769 -0.593
0.038 -0.751 0.659
-0.702 0.449 0.552
-0.711 -0.484 -0.511
-0.400 -0.674 0.621
-0.277 0.735 0.619
-0.874 0.076 -0.481
-0.758 -0.248 0.603
0.230 0.764 0.603
-0.610 0.595 -0.523
-0.708 0.296 0.642
0.694 0.464 0.551
-0.135 0.835 -0.534
-0.311 0.678 0.666
0.883 -0.054 0.467
0.352 0.733 -0.581
0.152 0.765 0.626
0.688 -0.536 0.489
0.710 0.356 -0.608
0.583 0.485 0.652
0.239 -0.869 0.432
0.776 -0.096 -0.623
0.768 0.130 0.627
-0.255 -0.837 0.485
0.588 -0.532 -0.609
0.685 -0.282 0.671
-0.682 -0.571 0.457
0.255 -0.771 -0.584
0.422 -0.641 0.641
-0.864 -0.070 0.499
-0.275 -0.764 -0.583
-0.062 -0.740 0.670
-0.660 0.534 0.529
-0.749 -0.410 -0.521
-0.382 -0.581 0.719
-0.267 0.814 0.516
-0.885 0.006 -0.466
-0.537 -0.225 0.813
0.332 0.829 0.449
-0.775 0.512 -0.371
-0.614 0.048 0.788
0.675 0.549 0.493
-0.408 0.835 -0.369
-0.433 0.373 0.820
0.890 0.033 0.455
0.143 0.927 -0.346
-0.229 0.540 0.810
0.672 -0.514 0.533
0.705 0.666 -0.245
0.231 0.605 0.762
0.233 -0.795 0.560
0.945 0.048 -0.325
0.674 0.299 0.675
-0.200 -0.806 0.557
0.711 -0.511 -0.483
0.764 -0.132 0.631
-0.596 -0.517 0.614
0.245 -0.846 -0.474
0.640 -0.529 0.557
-0.716 -0.146 0.683
-0.280 -0.836 -0.472
0.131 -0.792 0.597
-0.715 0.342 0.610
-0.687 -0.506 -0.521
-0.420 -0.639 0.644
-0.433 0.765 0.477
-0.798 -0.079 -0.598
-0.668 -0.242 0.704
0.130 0.894 0.430
-0.733 0.378 -0.566
-0.461 0.129 0.878
0.735 0.610 0.297
-0.497 0.782 -0.376
-0.148 0.336 0.930
0.989 0.054 0.137
-0.004 0.940 -0.340
0.124 0.343 0.931
0.838 -0.538 0.087
0.531 0.770 -0.355
0.253 0.232 0.939
0.404 -0.907 0.115
0.879 0.351 -0.323
0.457 -0.080 0.886
-0.286 -0.956 0.062
0.842 -0.282 -0.460
0.367 -0.347 0.863
-0.789 -0.608 0.092
0.493 -0.715 -0.497
0.265 -0.534 0.803
-0.962 -0.090 0.258
-0.065 -0.841 -0.537
-0.094 -0.509 0.856
-0.831 0.513 0.214
-0.548 -0.691 -0.471
-0.336 -0.367 0.867
-0.350 0.904 0.247
-0.874 -0.221 -0.432
-0.523 -0.012 0.852
0.308 0.930 0.202
-0.795 0.369 -0.482
-0.463 0.307 0.831
0.786 0.575 0.226
-0.408 0.758 -0.508
-0.230 0.532 0.815
0.964 0.008 0.267
0.136 0.847 -0.515
0.153 0.566 0.810
0.814 -0.537 0.222
0.560 0.625 -0.543
0.496 0.356 0.792
0.355 -0.915 0.190
0.793 0.187 -0.580
0.749 0.000 0.663
-0.227 -0.939 0.257
0.623 -0.343 -0.703
0.676 -0.330 0.659
-0.674 -0.637 0.373
0.297 -0.697 -0.653
0.379 -0.617 0.690
-0.916 -0.145 0.374
-0.131 -0.774 -0.620
-0.041 -0.791 0.611
-0.819 0.377 0.433
-0.573 -0.482 -0.663
-0.549 -0.602 0.580
-0.533 0.787 0.313
-0.644 -0.137 -0.752
-0.751 -0.133 0.647
0.088 0.951 0.298
-0.655 0.280 -0.702
-0.629 0.367 0.686
0.691 0.669 0.276
-0.357 0.647 -0.674
-0.312 0.556 0.770
0.948 0.233 0.216
-0.060 0.798 -0.600
0.191 0.644 0.741
0.928 -0.365 0.078
0.321 0.672 -0.667
0.693 0.256 0.674
0.333 -0.943 0.016
0.639 0.214 -0.739
0.747 -0.267 0.609
-0.292 -0.955 -0.061
0.598 -0.132 -0.791
0.432 -0.603 0.671
-0.808 -0.589 -0.009
0.401 -0.538 -0.742
0.058 -0.743 0.667
-0.997 -0.074 0.004
0.047 -0.665 -0.745
-0.425 -0.688 0.589
-0.900 0.392 -0.191
-0.100 -0.611 -0.785
-0.835 -0.313 0.453
-0.461 0.848 -0.263
-0.302 -0.428 -0.852
-0.788 0.136 0.601
0.008 0.978 -0.210
-0.616 -0.160 -0.771
-0.593 0.512 0.621
0.497 0.840 -0.217
-0.633 0.180 -0.753
-0.111 0.740 0.663
0.908 0.347 -0.235
-0.404 0.576 -0.710
0.422 0.711 0.562
0.902 -0.273 -0.334
-0.084 0.648 -0.757
0.786 0.319 0.529
0.554 -0.744 -0.374
0.274 0.587 -0.762
0.849 -0.211 0.484
-0.007 -0.921 -0.389
0.528 0.327 -0.784
0.546 -0.748 0.376
-0.672 -0.660 -0.336
0.500 -0.069 -0.863
0.034 -0.902 0.430
-0.953 -0.158 -0.257
0.300 -0.401 -0.865
-0.372 -0.809 0.455
-0.926 0.359 -0.117
-0.069 -0.465 -0.883
-0.752 -0.445 0.486
-0.544 0.835 -0.077
-0.372 -0.322 -0.870
-0.837 0.096 0.539
0.043 0.993 -0.111
-0.546 -0.070 -0.835
-0.534 0.549 0.643
0.596 0.784 -0.174
-0.600 0.290 -0.746
-0.077 0.848 0.525
0.929 0.251 -0.270
-0.361 0.467 -0.807
0.461 0.723 0.514
0.886 -0.337 -0.320
-0.058 0.603 -0.796
0.861 0.259 0.437
0.444 -0.803 -0.398
0.248 0.537 -0.807
0.878 -0.329 0.347
-0.096 -0.832 -0.546
0.469 0.446 -0.762
0.528 -0.805 0.271
-0.583 -0.575 -0.574
0.618 0.145 -0.773
0.045 -0.993 0.108
-0.871 -0.092 -0.483
0.490 -0.072 -0.869
-0.540 -0.833 0.122
-0.782 0.444 -0.437
0.310 -0.331 -0.891
-0.957 -0.185 0.222
-0.272 0.834 -0.480
-0.096 -0.520 -0.849
-0.883 0.382 0.272
0.220 0.850 -0.478
-0.414 -0.363 -0.835
-0.461 0.840 0.286
0.655 0.540 -0.529
-0.599 -0.057 -0.799
0.145 0.896 0.419
0.890 0.067 -0.452
-0.433 0.439 -0.787
0.575 0.629 0.523
0.817 -0.409 -0.406
-0.041 0.661 -0.750
0.790 0.157 0.593
0.460 -0.791 -0.404
0.405 0.592 -0.697
0.755 -0.300 0.583
-0.049 -0.912 -0.406
0.654 0.278 -0.703
0.439 -0.694 0.570
-0.591 -0.701 -0.399
0.677 -0.161 -0.718
-0.123 -0.797 0.592
-0.834 -0.240 -0.497
0.538 -0.555 -0.635
-0.550 -0.560 0.620
-0.835 0.348 -0.427
0.023 -0.752 -0.659
-0.724 -0.196 0.661
-0.501 0.809 -0.309
-0.474 -0.555 -0.684
-0.775 0.292 0.560
0.071 0.921 -0.382
-0.628 -0.257 -0.735
-0.406 0.698 0.590
0.599 0.691 -0.405
-0.691 0.189 -0.698
0.140 0.822 0.552
0.917 0.103 -0.386
-0.374 0.560 -0.739
0.433 0.633 0.641
0.897 -0.369 -0.242
0.084 0.680 -0.728
0.806 0.240 0.541
0.469 -0.816 -0.337
0.361 0.526 -0.770
0.879 -0.275 0.389
-0.125 -0.921 -0.369
0.460 0.275 -0.844
0.574 -0.647 0.501
-0.599 -0.749 -0.281
0.557 -0.139 -0.819
0.092 -0.766 0.636
-0.967 -0.221 -0.126
0.237 -0.604 -0.761
-0.321 -0.700 0.638
-0.947 0.224 -0.231
0.019 -0.678 -0.735
-0.544 -0.535 0.647
-0.816 0.517 -0.258
-0.196 -0.668 -0.718
-0.784 -0.009 0.620
-0.231 0.932 -0.279
-0.576 -0.362 -0.733
-0.612 0.450 0.650
0.322 0.893 -0.315
-0.722 0.017 -0.691
-0.218 0.802 0.556
0.762 0.496 -0.416
-0.610 0.333 -0.719
0.341 0.798 0.496
0.867 -0.063 -0.494
-0.363 0.599 -0.714
0.789 0.411 0.456
0.612 -0.583 -0.533
0.047 0.700 -0.712
0.882 -0.230 0.411
0.007 -0.867 -0.499
0.471 0.443 -0.763
0.539 -0.799 0.266
-0.629 -0.592 -0.504
0.561 0.105 -0.821
-0.026 -0.982 0.190
-0.870 -0.071 -0.487
0.492 -0.178 -0.853
-0.567 -0.813 0.133
-0.794 0.495 -0.353
0.222 -0.306 -0.926
-0.935 -0.327 0.135
-0.353 0.867 -0.352
-0.002 -0.377 -0.926
-0.926 0.329 0.186
0.251 0.903 -0.349
-0.283 -0.276 -0.918
-0.591 0.782 0.201
0.716 0.622 -0.317
-0.373 -0.043 -0.927
-0.044 0.975 0.219
0.924 0.123 -0.361
-0.379 0.186 -0.906
0.628 0.761 0.164
0.712 -0.477 -0.515
-0.314 0.440 -0.841
0.990 0.138 0.032
0.128 -0.778 -0.615
-0.060 0.613 -0.788
0.925 -0.373 0.079
-0.243 -0.736 -0.632
0.294 0.565 -0.771
0.476 -0.868 0.140
-0.602 -0.437 -0.668
0.641 0.234 -0.731
-0.231 -0.969 0.084
-0.801 0.141 -0.581
0.552 -0.202 -0.809
-0.806 -0.575 0.144
-0.560 0.659 -0.502
0.193 -0.485 -0.853
-0.967 0.017 0.254
-0.122 0.844 -0.523
-0.224 -0.537 -0.814
-0.672 0.610 0.420
0.391 0.774 -0.498
-0.629 -0.170 -0.758
-0.189 0.895 0.404
0.750 0.397 -0.529
-0.634 0.203 -0.746
0.392 0.829 0.398
0.813 -0.109 -0.572
-0.431 0.548 -0.717
0.854 0.435 0.287
0.511 -0.590 -0.625
-0.103 0.680 -0.726
0.961 -0.136 0.241
0.059 -0.749 -0.660
0.270 0.648 -0.712
0.604 -0.772 0.197
-0.512 -0.565 -0.647
0.611 0.290 -0.737
0.059 -0.982 0.180
-0.753 -0.162 -0.638
0.655 -0.098 -0.749
-0.484 -0.843 0.234
-0.755 0.267 -0.599
0.442 -0.467 -0.766
-0.860 -0.390 0.329
-0.509 0.612 -0.605
0.035 -0.688 -0.725
-0.851 0.105 0.514
-0.223 0.814 -0.536
-0.475 -0.571 -0.670
-0.476 0.633 0.610
0.235 0.760 -0.606
-0.847 -0.145 -0.511
-0.144 0.795 0.589
0.615 0.538 -0.576
-0.775 0.279 -0.567
0.242 0.747 0.619
0.850 0.144 -0.506
-0.467 0.649 -0.600
0.641 0.386 0.663
0.766 -0.379 -0.520
0.051 0.841 -0.539
0.770 -0.032 0.637
0.379 -0.780 -0.497
0.513 0.624 -0.589
0.658 -0.505 0.558
-0.091 -0.790 -0.606
0.747 0.348 -0.566
0.254 -0.807 0.533
-0.574 -0.570 -0.588
0.778 -0.157 -0.608
-0.296 -0.740 0.605
-0.851 -0.084 -0.519
0.434 -0.668 -0.605
-0.709 -0.464 0.531
-0.698 0.570 -0.434
-0.101 -0.678 -0.728
-0.822 0.077 0.564
-0.170 0.913 -0.372
-0.543 -0.401 -0.738
-0.653 0.531 0.540
0.348 0.844 -0.408
-0.672 -0.078 -0.736
-0.236 0.830 0.506
0.827 0.445 -0.344
-0.510 0.337 -0.791
0.174 0.862 0.475
0.968 -0.061 -0.243
-0.180 0.502 -0.846
0.610 0.557 0.563
0.767 -0.595 -0.242
0.200 0.579 -0.790
0.844 0.149 0.516
0.299 -0.928 -0.222
0.446 0.342 -0.827
0.768 -0.479 0.424
-0.410 -0.877 -0.249
0.492 0.018 -0.871
0.409 -0.822 0.396
-0.833 -0.513 -0.207
0.373 -0.245 -0.895
-0.211 -0.876 0.433
-0.973 0.147 -0.178
0.093 -0.459 -0.884
-0.647 -0.658 0.384
-0.762 0.574 -0.300
-0.023 -0.487 -0.873
-0.949 -0.164 0.270
-0.243 0.925 -0.293
-0.201 -0.344 -0.917
-0.930 0.312 0.193
0.246 0.922 -0.300
-0.272 -0.232 -0.934
-0.607 0.792 0.056
0.763 0.602 -0.236
-0.220 -0.101 -0.970
-0.135 0.990 -0.025
0.987 0.133 -0.086
-0.082 -0.037 -0.996
0.582 0.811 -0.047
0.792 -0.580 -0.192
-0.183 0.075 -0.980
0.901 0.433 -0.032
0.429 -0.899 -0.083
-0.064 0.061 -0.996
0.911 -0.347 -0.222
-0.381 -0.914 -0.136
-0.156 0.209 -0.965
0.577 -0.779 -0.244
-0.814 -0.571 -0.102
-0.059 0.257 -0.964
-0.107 -0.969 -0.224
-0.993 0.115 -0.021
0.046 0.220 -0.974
-0.625 -0.767 -0.143
-0.775 0.632 -0.001
0.092 0.110 -0.990
-0.869 -0.380 -0.317
-0.375 0.924 -0.079
0.323 0.050 -0.945
-0.846 0.107 -0.523
0.152 0.987 -0.044
0.511 -0.117 -0.851
-0.638 0.605 -0.476
0.697 0.717 -0.023
0.327 -0.346 -0.879
-0.096 0.766 -0.636
0.933 0.293 0.212
0.348 -0.573 -0.742
0.308 0.708 -0.636
0.951 -0.207 0.229
0.031 -0.675 -0.737
0.683 0.369 -0.631
0.692 -0.605 0.395
-0.236 -0.706 -0.668
0.668 -0.134 -0.732
0.129 -0.948 0.291
-0.733 -0.289 -0.616
0.442 -0.466 -0.766
-0.456 -0.853 0.256
-0.772 0.236 -0.590
-0.076 -0.672 -0.736
-0.854 -0.338 0.396
-0.515 0.658 -0.549
-0.396 -0.533 -0.748
-0.917 0.185 0.354
-0.050 0.826 -0.562
-0.529 -0.244 -0.813
-0.690 0.682 0.244
0.495 0.690 -0.529
-0.483 0.072 -0.872
-0.267 0.937 0.225
0.834 0.342 -0.434
-0.245 0.478 -0.843
0.188 0.877 0.442
0.951 -0.050 -0.305
0.083 0.390 -0.917
0.589 0.724 0.361
0.804 -0.570 -0.169
0.361 0.194 -0.912
0.875 0.269 0.403
0.324 -0.943 -0.073
0.464 -0.013 -0.886
0.849 -0.280 0.449
-0.254 -0.960 -0.119
0.294 -0.316 -0.902
0.494 -0.758 0.427
-0.818 -0.571 -0.066
0.097 -0.411 -0.906
0.075 -0.905 0.419
-0.992 -0.109 -0.057
-0.496 -0.186 -0.848
-0.524 -0.715 0.463
-0.693 0.674 0.257
-0.428 0.017 -0.904
-0.849 -0.351 0.396
-0.310 0.936 0.164
-0.312 0.352 -0.883
-0.891 0.216 0.401
0.331 0.911 0.246
0.010 0.459 -0.888
-0.645 0.682 0.345
0.764 0.570 0.303
0.383 0.319 -0.867
-0.208 0.944 0.256
0.900 0.082 0.428
0.597 -0.010 -0.802
0.258 0.949 0.180
0.760 -0.315 0.569
0.693 -0.411 -0.592
0.659 0.695 0.289
0.293 -0.590 0.752
0.352 -0.699 -0.623
0.917 0.125 0.378
-0.186 -0.704 0.686
-0.239 -0.758 -0.607
0.780 -0.522 0.345
-0.579 -0.390 0.716
-0.654 -0.432 -0.621
0.367 -0.899 0.238
-0.662 -0.072 0.746
-0.808 0.079 -0.584
-0.331 -0.880 0.340
-0.487 0.469 0.737
-0.629 0.578 -0.520
-0.766 -0.576 0.286
-0.134 0.578 0.805
-0.128 0.823 -0.554
-0.975 -0.002 0.222
0.182 0.569 0.802
0.298 0.754 -0.585
-0.892 0.438 0.111
0.340 0.489 0.803
0.751 0.477 -0.456
-0.516 0.855 0.045
0.411 0.202 0.889
0.955 -0.078 -0.288
0.041 0.990 -0.132
0.295 0.114 0.949
0.857 -0.500 0.122
0.510 0.858 -0.069
-0.070 0.121 0.990
0.576 -0.817 -0.014
0.817 0.575 0.039
-0.024 -0.034 0.999
-0.054 -0.996 0.075
0.987 -0.042 0.154
-0.150 0.082 0.985
-0.549 -0.816 0.180
0.825 -0.563 -0.038
0.132 0.127 0.983
-0.949 -0.236 0.209
0.221 -0.971 -0.093
